fish_indiv year size color sex gen_id ligation_id sample_id
1412 2016 5.2 W J 1412 L4983 APCL16_212
594 2016 4.4 YR J 594 L5006 APCL16_239
1787 2016 5.8 YP J 1787 L5007 APCL16_240
1431 2016 5.5 YR J 1431 L5027 APCL16_262
1330 2016 5.6 YR J 1330 L5049 APCL16_285
186 2016 3.7 YR J 186 L5083 APCL16_335
252 2016 3.8 YR J 252 L5084 APCL16_336
1276 2016 5.8 YR J 1276 L5091 APCL16_345
1153 2016 5.6 YR J 1153 L5095 APCL16_351
1235 2016 5.3 YR J 1235 L5104 APCL16_360
266 2016 4.6 YR J 266 L5105 APCL16_361
1259 2016 5.4 YR J 1259 L5106 APCL16_362
1289 2016 5.4 YR J 1289 L5108 APCL16_364
210 2016 4.7 YR J 210 L5144 APCL16_413
149 2016 4.1 YR J 149 L5145 APCL16_414
258 2016 3.7 YR J 258 L5146 APCL16_416
1268 2016 5.2 YR J 1268 L5148 APCL16_419
1176 2016 5.8 YR J 1176 L5151 APCL16_423
1246 2016 5.7 YR J 1246 L5154 APCL16_427
158 2016 4.3 YR J 158 L5158 APCL16_431
1186 2016 5.6 YR J 1186 L5160 APCL16_433
1784 2016 5.8 YP J 1784 L5161 APCL16_434
1410 2016 5.4 YR J 1410 L5175 APCL16_449
174 2016 4.1 YR J 174 L5184 APCL16_461
270 2016 4.9 YR J 270 L5198 APCL16_477
89 2016 4.6 YR J 89 L5210 APCL16_495
212 2016 4.7 YR J 212 L5215 APCL16_504
2563 2016 4.9 YR J 2563 L5233 APCL16_525
2562 2016 4.5 YR J 2562 L5235 APCL16_527
184 2016 3.8 W J 184 L5237 APCL16_529
1285 2016 5.9 YR J 1285 L5240 APCL16_532
246 2016 3.5 YR J 246 L5245 APCL16_538
1302 2016 5.8 YR J 1302 L5256 APCL16_557
1192 2016 5.7 YR J 1192 L5257 APCL16_558
820 2016 4.3 YR J 820 L5274 APCL16_581
836 2016 4.4 YR J 836 L5278 APCL16_585
825 2016 4.8 YR J 825 L5283 APCL16_591
2585 2016 3.5 YR J 2585 L5286 APCL16_594
848 2016 4.3 YR J 848 L5294 APCL16_602
852 2016 5.3 YR J 852 L5297 APCL16_605
850 2016 3.7 YR J 850 L5302 APCL16_610
844 2016 5.6 YR J 844 L5303 APCL16_611
842 2016 4.3 YR J 842 L5305 APCL16_613
822 2016 5.5 YR J 822 L5308 APCL16_616
858 2016 4.6 YR J 858 L5311 APCL16_619
851 2016 4.3 YR J 851 L5314 APCL16_622
838 2016 4 YR J 838 L5326 APCL16_636
832 2016 5.2 YR J 832 L5327 APCL16_639
827 2016 5.3 YR J 827 L5338 APCL16_651
79 2016 5.7 YR J 79 L5359 APCL16_674
73 2016 5.7 W J 73 L5365 APCL16_680
1108 2016 5.9 YR J 1108 L5392 APCL16_713
1101 2016 5.4 YR J 1101 L5394 APCL16_715
69 2016 3.9 YR J 69 L5396 APCL16_717
58 2016 4.7 YR J 58 L5398 APCL16_720
1099 2016 5.2 YR J 1099 L5399 APCL16_721
63 2016 4.8 YR J 63 L5401 APCL16_723
62 2016 4.7 YR J 62 L5404 APCL16_726
65 2016 4.5 W J 65 L5405 APCL16_727
81 2016 4 W J 81 L5406 APCL16_728
61 2016 4.6 YR J 61 L5408 APCL16_730
68 2016 3.8 YR J 68 L5409 APCL16_731
49 2016 4.8 YR J 49 L5411 APCL16_733
55 2016 4.3 YR J 55 L5415 APCL16_737
77 2016 3.6 YR J 77 L5417 APCL16_739
54 2016 5 YR J 54 L5420 APCL16_742
66 2016 3.9 YR J 66 L5427 APCL16_749
59 2016 5.2 YR J 59 L5428 APCL16_750
2529 2016 3.7 YR J 2529 L5432 APCL16_754
1872 2017 4.9 YR J 1872 L3220 APCL17_124
1871 2017 5.2 YR J 1871 L3222 APCL17_122
1870 2017 1.9 YR J 1870 L3226 APCL17_118
1869 2017 4.7 YR J 1869 L3236 APCL17_108
1012 2017 3.9 YR J 1012 L3253 APCL17_091
1011 2017 1.2 YR J 1011 L3260 APCL17_084
1873 2017 1.9 YR J 1873 L3322 APCL17_129
1874 2017 3.8 YR J 1874 L3323 APCL17_130
1961 2017 5 O J 1961 L3324 APCL17_132
1875 2017 2 BW J 1875 L3326 APCL17_134
1876 2017 1.8 YR J 1876 L3335 APCL17_147
1877 2017 1.5 YR J 1877 L3336 APCL17_148
1878 2017 1.8 YR J 1878 L3338 APCL17_150
1879 2017 1.6 YR J 1879 L3339 APCL17_152
1880 2017 1.5 BW J 1880 L3340 APCL17_153
1881 2017 5.2 YR J 1881 L3342 APCL17_155
1883 2017 2 BW J 1883 L3349 APCL17_163
1884 2017 1.9 BW J 1884 L3350 APCL17_164
1885 2017 1.9 YR J 1885 L3351 APCL17_166
981 2017 3.8 W J 981 L3390 APCL17_010
982 2017 NA YR J 982 L3391 APCL17_011
983 2017 NA YR J 983 L3392 APCL17_012
984 2017 NA YR J 984 L3404 APCL17_025
985 2017 3.8 YR J 985 L3407 APCL17_031
986 2017 4 YR J 986 L3413 APCL17_039
987 2017 3.7 YR J 987 L3426 APCL17_067
1008 2017 1.8 YR J 1008 L3587 APCL17_507
988 2017 5.3 YR J 988 L3609 APCL17_077
1916 2017 5.5 YR J 1916 L3672 APCL17_288
1917 2017 5.2 YR J 1917 L3673 APCL17_289
2583 2017 5.7 YR J 2583 L3677 APCL17_293
1918 2017 5.4 YR J 1918 L3680 APCL17_296
1919 2017 5.7 YR J 1919 L3683 APCL17_299
2584 2017 4.8 YR J 2584 L3685 APCL17_301
1920 2017 5.2 YR J 1920 L3694 APCL17_310
1921 2017 5.7 YR J 1921 L3695 APCL17_311
2711 2017 5.9 YP J 2711 NA APCL17_119
2653 2017 5.5 YR J 2653 NA APCL17_519
2654 2017 4.2 YR J 2654 NA APCL17_521
2577 2017 5.7 YR J 2577 NA APCL17_543
2769 2017 4.3 W J 2769 NA APCL17_229
1886 2017 3.8 BW J 1886 L4410 APCL17_173
1887 2017 1.6 YR J 1887 L4415 APCL17_179
1888 2017 2 YR J 1888 L4417 APCL17_182
1889 2017 1.8 YR J 1889 L4419 APCL17_184
1890 2017 1.7 YR J 1890 L4421 APCL17_186
1891 2017 1.8 YR J 1891 L4422 APCL17_187
1892 2017 5.9 YR J 1892 L4434 APCL17_204
1893 2017 4.8 YR J 1893 L4436 APCL17_206
1962 2017 1.4 BW J 1962 L4437 APCL17_207
1894 2017 1.8 YR J 1894 L4442 APCL17_217
1895 2017 4.3 YR J 1895 L4443 APCL17_218
1896 2017 1.6 YR J 1896 L4444 APCL17_220
1897 2017 1.7 YR J 1897 L4446 APCL17_222
1898 2017 4.5 YR J 1898 L4447 APCL17_223
1899 2017 5.1 W J 1899 L4450 APCL17_226
1900 2017 5.2 W J 1900 L4453 APCL17_230
1901 2017 2 YR J 1901 L4454 APCL17_231
1902 2017 1.6 YR J 1902 L4455 APCL17_232
1903 2017 0.9 YR J 1903 L4457 APCL17_233
1904 2017 1.3 YR J 1904 L4459 APCL17_236
2740 2017 5.5 YR J 2740 L4463 APCL17_241
1905 2017 4.3 W J 1905 L4465 APCL17_243
1906 2017 2 YR J 1906 L4466 APCL17_244
1907 2017 1.9 BW J 1907 L4467 APCL17_245
1908 2017 1.6 YR J 1908 L4471 APCL17_250
1909 2017 2 YR J 1909 L4472 APCL17_251
1910 2017 0.5 YR J 1910 L4474 APCL17_257
1911 2017 0.5 YR J 1911 L4475 APCL17_258
1912 2017 0.5 YR J 1912 L4476 APCL17_259
1913 2017 0.5 YR J 1913 L4477 APCL17_260
1914 2017 1.8 B J 1914 L4479 APCL17_262
1915 2017 4.1 YR J 1915 L4480 APCL17_263
989 2017 2 W J 989 L4890 APCL17_409
2642 2017 5.7 YR J 2642 L4891 APCL17_411
990 2017 2 YR J 990 L4898 APCL17_419
991 2017 1.8 YR J 991 L4901 APCL17_422
992 2017 2.2 YR J 992 L4902 APCL17_423
993 2017 0.8 BW J 993 L4912 APCL17_433
994 2017 0.8 YR J 994 L4913 APCL17_435
995 2017 1.9 W J 995 L4914 APCL17_436
997 2017 3.7 YR J 997 L4916 APCL17_438
998 2017 5 YR J 998 L4919 APCL17_441
999 2017 1.6 YR J 999 L4920 APCL17_443
1000 2017 5 YR J 1000 L4924 APCL17_447
1001 2017 2 BW J 1001 L4925 APCL17_448
1002 2017 1.7 YR J 1002 L4927 APCL17_454
1003 2017 5.5 YR J 1003 L4931 APCL17_459
1004 2017 2 YR J 1004 L4942 APCL17_474
1005 2017 1.9 YR J 1005 L4943 APCL17_477
1006 2017 1.9 YR J 1006 L4949 APCL17_484
1922 2017 4.1 YR J 1922 L5472 APCL17_329
1923 2017 3.9 YR J 1923 L5474 APCL17_331
1924 2017 4.8 YR J 1924 L5475 APCL17_332
1926 2017 5.3 YR J 1926 L5477 APCL17_336
1927 2017 5.2 YR J 1927 L5478 APCL17_337
2657 2017 4.9 YR J 2657 L5480 APCL17_341
1928 2017 2.2 BW J 1928 L5481 APCL17_343
1931 2017 1.6 B J 1931 L5489 APCL17_362
2588 2017 5 YR J 2588 L5491 APCL17_368
1933 2017 2.1 W J 1933 L5492 APCL17_369
1934 2017 4.2 YR J 1934 L5493 APCL17_371
1935 2017 5.8 YR J 1935 L5496 APCL17_378
1936 2017 2 YR J 1936 L5498 APCL17_383
1937 2017 2 YR J 1937 L5499 APCL17_384
1939 2017 4.6 YR J 1939 L5500 APCL17_386
1946 2017 5.8 YR J 1946 L5504 APCL17_402
1949 2017 1.6 YR J 1949 L5536 APCL17_509
1950 2017 1.8 YR J 1950 L5537 APCL17_510
1951 2017 4.3 YR J 1951 L5538 APCL17_511
1953 2017 5.5 YR J 1953 L5546 APCL17_523
1954 2017 1.1 BW J 1954 L5547 APCL17_524
1925 2017 5.8 YR J 1925 L5560 APCL17_334
1929 2017 1 YR J 1929 L5562 APCL17_350
1930 2017 4.4 YR J 1930 L5564 APCL17_354
1943 2017 1.4 BW J 1943 L5568 APCL17_396
1945 2017 1.5 YR J 1945 L5569 APCL17_398
1955 2017 4.5 W J 1955 L5575 APCL17_525
1959 2017 5.9 YR J 1959 L5581 APCL17_557
1960 2017 1.7 YR J 1960 L5583 APCL17_559
2719 2017 3.8 YR J 2719 L5584 APCL17_560
2645 2017 5.9 YR J 2645 L5587 APCL17_319
1932 2017 2 YR J 1932 L5592 APCL17_363
1940 2017 1.8 YR J 1940 L5597 APCL17_388
1942 2017 2.1 B J 1942 L5599 APCL17_394
1947 2017 0.9 B J 1947 L5601 APCL17_403
1948 2017 2.1 YR J 1948 L5602 APCL17_405
1956 2017 4.8 YR J 1956 L5608 APCL17_528
1957 2017 1.8 YR J 1957 L5609 APCL17_538
1958 2017 1.9 BW J 1958 L5611 APCL17_546
2122 2018 5.6 YP J 2122 L3749 APCL18_013
2543 2018 5.7 YR J 2543 NA APCL18_367
1759 2018 5.9 YP J 1759 L3760 APCL18_039
29 2018 5.3 YR J 29 L3768 APCL18_067
30 2018 5.8 YR J 30 L3770 APCL18_069
31 2018 5.5 W J 31 L3782 APCL18_084
938 2018 5.6 YR J 938 L3801 APCL18_205
939 2018 5.8 YR J 939 L3805 APCL18_209
940 2018 5.6 YR J 940 L3851 APCL18_185
941 2018 5.5 W J 941 L3858 APCL18_294
942 2018 5.6 YR J 942 L3870 APCL18_306
943 2018 5.4 YR J 943 L3891 APCL18_330
944 2018 4.9 YR J 944 L3902 APCL18_343
945 2018 5.1 YR J 945 L3904 APCL18_345
946 2018 3.9 YR J 946 L3918 APCL18_360
947 2018 4.8 YR J 947 L3923 APCL18_370
948 2018 5.4 YR J 948 L3925 APCL18_372
949 2018 5.2 YR J 949 L3929 APCL18_376
899 2018 5.4 YR J 899 L3941 APCL18_399
900 2018 4.3 YR J 900 L3943 APCL18_408
901 2018 4.6 YR J 901 L3945 APCL18_410
902 2018 5.9 YR J 902 L3946 APCL18_411
903 2018 5.7 W J 903 L3952 APCL18_417
904 2018 5.4 YR J 904 L3965 APCL18_450
905 2018 5.3 YR J 905 L3969 APCL18_456
906 2018 4.4 W J 906 L3976 APCL18_463
908 2018 3.7 W J 908 L3988 APCL18_480
910 2018 3.8 YR J 910 L3993 APCL18_486
972 2018 4.5 YP J 972 L3996 APCL18_489
911 2018 5.8 YR J 911 L3998 APCL18_491
912 2018 5.9 YR J 912 L4000 APCL18_493
914 2018 5.4 YR J 914 L4002 APCL18_495
920 2018 5.3 W J 920 L4030 APCL18_530
924 2018 4.6 NA NA 924 L4035 APCL18_535
930 2018 5.2 YR J 930 L4044 APCL18_545
932 2018 5.9 YR J 932 L4047 APCL18_548
936 2018 5 YR J 936 L4056 APCL18_558
951 2018 4.7 YR J 951 L4079 APCL18_583
952 2018 4.5 BW J 952 L4091 APCL18_598
953 2018 5.3 W J 953 L4093 APCL18_600
954 2018 4.2 YR J 954 L4094 APCL18_601
956 2018 4.6 YR J 956 L4103 APCL18_611
957 2018 4.5 YR J 957 L4110 APCL18_619
958 2018 5.7 YR J 958 L4115 APCL18_625
959 2018 5.9 YR J 959 L5614 APCL18_720
